galaxy_ID,A,Vin,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2
7443-1901,4.574347259010097,0.9957892396946229,8944.982137718922,14.0527553973964,0.09999999832977785,1.309737289607224,0.12587290270407822,4.149323571587182,14.46001360347763,15.026405161933967,-2.9761894342313773,5.95553337439679
7443-1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-3701,99.9992103929271,0.18916178669189287,809.7907937016613,13.86470458181088,0.09996003842102053,3.9070183889228733,0.43770703966894814,3.013413627938931,30.128571453631455,16.23333193519365,17.74122932218947,59.465701630793546
7443-3702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-3703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-3704,0.21262742157319667,2.1002070354917115,2162.484380025794,29.999986917674644,0.0999999999999885,2.1449635635323823,0.4369680357661674,0.9423597167971525,24.81635941031213,23.672120451144977,-14.822830792451494,17.964277510203686
7443-6101,99.99994636579848,0.17834769841659098,1449.0211551202633,29.99996565995194,0.02222902692344883,5.418345459911162,1.2197920594804872,2.9233964112108968,37.19040815781696,14.000035325827204,73.43525712840619,226.8277507519919
7443-6102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-6103,2.6624899735187353,0.3338890068528658,2391.20643455304,3.698934915877648,4.256363159057619e-05,996.4715399814907,0.42417304743585993,3.463015888990359,25.99861092147627,30.000896918543148,-24.832261524591413,166.4708457382566
7443-6104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-9101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-9102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-12701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-12702,0.03308982879883688,4.999965728848617,935.79976151585,9.129767949142067,0.016980200116683043,91.40484157009368,0.27814356305963506,1.9974796675854314,41.9214078750455,38.645886828198265,0.48579107724211223,85.00793706257357
7443-12703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7443-12704,71.38592164229067,0.8251108910696497,9999.999962623846,5.355406755723498,0.09996002032337947,999.6118504190209,0.11678807833123453,2.7719357500837067,14.036481359773541,46.31265314064221,-10.98328003215742,3302.651045413312
7443-12705,38.087384106941016,2.4311947615178715,9999.999962623846,15.801214815045892,0.09996002023348971,999.3988292278522,0.23488611700936554,2.637438196391559,50.98290088586248,31.004724838791482,17.586010094544598,30389.25318329663
7495-1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7495-1902,6.038750700675814,4.999947848795159,0.10007070948714158,29.999965472877363,0.09996002180442949,999.4595650263162,0.1000506049488796,3.188293750280828,25.999959653039994,17.26820640055366,6.324723908854356,224.35852521635104
7495-3701,0.0014949461517021687,6.301789605249633e-05,2264.7800375630254,29.99999733579854,0.09999875672350239,999.9779929528787,0.5210571398891678,2.7514333235077557,35.99995965303999,13.348332946919307,46.20838210287769,793.3493016856166
7495-3702,0.5242283116601313,1.2470576455960427,1838.8292045969154,2.5466075192902355,4.092425397598895e-05,1.0012705978020728,0.4809019485986721,3.9344350838076556,21.530567075508504,21.437109504350474,2.262510963484628,5.524371962859167
7495-3703,1.7749280718978813,3.4026002493922882,9997.706675293199,29.999999999278057,0.099914482556619,16.622668167352565,0.2813063465270509,2.5646282484688556,17.42336698665165,33.20654621431824,-56.303648536482534,41.21766329112985
7495-3704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7495-6101,99.9999463655441,0.6275014719338013,8419.926739372913,29.999949511763276,4.097967662055811e-05,999.0422669670003,0.10005060492501401,2.6500099457869277,14.000040279496801,40.34289363145777,-13.505220931658348,587.6446281959738
7495-6102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7495-6103,99.9999524394982,0.07145907937685954,285.55989639037455,2.364343045090312,0.047141014285661344,32.72226418934621,0.5990532804276608,4.912974373111885,14.98341740937214,39.825129177402644,-41.831599384945235,41.732418455427414
7495-6104,5.917014178294201,4.547225728041818,9997.498361846096,13.39747789302099,1.5061321623694862e-06,1.641886942831447,0.1011019717579116,1.0157673256998727,30.60979661874626,35.4798963967084,12.837601362508831,12.693040631323175
7495-9101,0.00122293157644802,4.99995537878127,286.19462649663996,29.999941898790265,4.097967662054973e-05,382.0278146489801,0.5849953829558359,2.8860409231041313,14.00004034696001,34.049627490715515,-4.327457273596895,228.399168995529
7495-9102,1.7335042802571599,1.9856085577123557,4102.611494356972,29.999999999801183,0.09870189145128977,6.987909173563091,0.6704402807945791,2.3615665655446545,36.020948102252675,20.255879620730685,99.9999335625205,25.260368709077195
7495-12701,72.65654944281047,1.595517361151562,1847.7985665489887,29.99995395587204,0.09996002032337944,999.9999609908712,0.19685507268081684,5.535806800548311,4.959500468964681,41.99995965303999,99.99986592067961,34.76689023215686
7495-12702,0.8908806613711888,1.4076349519089715,137.03072692040936,0.923503735688178,4.0979676620558114e-05,382.0278146489801,0.46023036918389715,4.287656736565737,28.000159564177974,60.98183549915742,-17.219446295138926,8299.8906042584
7495-12703,0.10003615803688769,3.32651608466431,2351.6483873357647,26.011911150604785,0.01306325911682789,585.4169566217216,0.5950040490996881,0.63217529357704,24.019461462771158,28.97509421180654,17.28294403481911,788.4833611542915
7495-12704,96.91567816562018,0.5661515180529045,4274.69701235517,1.212635950193164,4.097967713789608e-05,0.10004365276017307,0.5722155567199316,4.544299929509756,47.99995965303999,10.822168593517931,99.99999641694657,5994.937578535779
7495-12705,0.057055185782117455,1.831304148969066,59.76058313670002,10.15850582247403,3.857577857550476e-05,0.10001084330939737,0.3962831861436291,4.861417553817477,37.928580739104966,35.68461768338826,15.53851871094883,2.1188976613329484
7815-1901,0.8168385606437705,2.693154381117608,4467.189943786041,16.224297538697307,0.09999927665248774,1.214077248222126,0.6006584489678342,2.6727841811331587,25.999963484760304,12.073798069276195,7.008137925635284,13.252565671116026
7815-1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
